sample_id,dice,iou,sensitivity,specificity,precision,accuracy
ISPY1_1140,0.1286549707602339,0.06875,0.06875,1.0,1.0,0.9806747436523438
ISPY1_1141,0.0,0.0,0.0,1.0,1.0,0.954071044921875
ISPY1_1142,0.06610484841851812,0.03418222976796831,0.03873781426372499,0.995915045528174,0.22520507084265473,0.9674491882324219
ISPY1_1144,0.0,0.0,0.0,1.0,1.0,0.964752197265625
ISPY1_1145,0.0,0.0,0.0,1.0,1.0,0.914306640625
ISPY1_1146,0.3185251568301114,0.1894320085274859,0.4928684627575277,0.984427239812033,0.23529411764705882,0.9796943664550781
ISPY1_1147,0.4067387235070346,0.2552868945652998,0.3001782531194296,0.992137061420988,0.6305935218123947,0.9625205993652344
ISPY1_1148,0.6799617102744097,0.5151075658689872,0.5322177822177823,0.9994847757031068,0.9412544169611308,0.9923477172851562
ISPY1_1149,0.8164464023494861,0.6898263027295285,0.8273809523809523,0.9981947096138449,0.8057971014492754,0.9966621398925781
ISPY1_1150,0.8128556375131718,0.6847150718977454,0.7299394398183194,0.998641283189286,0.9170233000475512,0.99322509765625
ISPY1_1151,0.9025367156208278,0.8223844282238443,0.9441340782122905,0.9987769042600655,0.8644501278772379,0.9983291625976562
ISPY1_1152,0.0,0.0,0.0,0.9932917495790602,0.0,0.9901695251464844
ISPY1_1155,0.580732577571022,0.4091776985743381,0.41811914672216444,0.9986383971989885,0.9503325942350332,0.9645881652832031
ISPY1_1156,0.0,0.0,0.0,0.99567476777012,0.0,0.9633293151855469
ISPY1_1157,0.0,0.0,0.0,0.9769322832213728,0.0,0.9652900695800781
ISPY1_1158,0.0,0.0,0.0,0.9920593635250918,0.0,0.9893951416015625
ISPY1_1159,0.0,0.0,0.0,1.0,1.0,0.9492645263671875
ISPY1_1160,0.7968714055670577,0.6623326959847037,0.6972624798711755,0.998981242417644,0.9296833064949007,0.9932632446289062
ISPY1_1161,0.73806690466746,0.5848700754400671,0.5945044021584777,0.999064742401032,0.9730389308541546,0.9773292541503906
